"","id","taxon","l","t","k","f","r","n"
"1831","7795.","Petrorhagia saxifraga","9","7","4","2","7","1"
"1832","7801.","Peucedanum alsaticum","7","7","6","4","9","3"
"1833","7805.","Peucedanum carvifolia","8","7","6","5","7","5"
"1834","7806.","Peucedanum cervaria","7","6","4","3","7","3"
"1835","7807.","Peucedanum officinale","7","7","5","4","8","2"
"1836","7808.","Peucedanum oreoselinum","6","6","4","3","6","2"
"1837","7809.","Imperatoria ostruthium","6","3","2","5","7","7"
"1838","7810.","Peucedanum palustre","7","6","6","9","x","4"
"1839","7865.","Phalaris arundinacea","7","5","x","8","7","7"
"1840","7919.","Phleum rhaeticum","8","3","3","5","6","7"
"1841","7911.","Phleum arenarium","9","6","3","3","7","3"
"1842","7914.","Phleum hirsutum (michelii)","8","3","4","5","7","4"
"1843","7915.","Phleum paniculatum","7","6","4","4","8","4"
"1844","7916.","Phleum phleoides","8","6","7","3","8","2"
"1845","7912.","Phleum bertolonii","7","6","5","4","x","5"
"1846","7918.","Phleum pratense","7","x","5","5","x","7"
"1847","7941.","Phragmites australis","7","5","x","10","7","7"
"1848","1045.","Phyllitis scolopendrium","4","5","2","5","8","4"
"1849","7947.","Physalis alkekengi","5","7","5","6","8","7"
"1850","8005.","Phyteuma betonicifolium","8","3","4","5","2","1"
"1851","8009.","Phyteuma hemisphaericum","8","2","4","5","3","1"
"1852","8011.","Phyteuma nigrum","7","4","4","5","5","4"
"1853","8012.","Phyteuma orbiculare","8","3","4","5","8","3"
"1854","0","Phyteuma orbiculare tenerum","8","6","4","2","8","1"
"1855","8013.","Phyteuma ovatum (halleri)","7","3","4","6","7","6"
"1856","8016.","Phyteuma scheuchzeri","8","4","6","4","4","2"
"1857","8019.","Phyteuma spicatum","x","x","4","5","6","5"
"1858","8026.","Picea abies","5","3","6","x","x","x"
"1859","0","Picris echioides","7","7","3","5","8","6"
"1860","8029.","Picris hieracioides agg.","8","x","5","4","8","4"
"1861","8036.","Pilularia globulifera","8","6","2","9","4","2"
"1862","8044.","Pimpinella major ssp. major","7","5","2","5","7","6"
"1863","8045.","Pimpinella major ssp. rubra","7","4","3","5","6","5"
"1864","8038.","Pimpinella saxifraga ssp. alpina","7","3","2","5","5","4"
"1865","8040.","Pimpinella saxifraga ssp. nigra","9","6","6","2","8","1"
"1866","8042.","Pimpinella saxifraga ssp. saxifraga","7","x","5","3","x","2"
"1867","8049.","Pinguicula alpina","9","3","5","x","8","2"
"1868","8050.","Pinguicula leptoceras","8","4","5","9","8","1"
"1869","8051.","Pinguicula vulgaris","8","x","3","8","7","2"
"1870","8054.","Pinus cembra","5","2","7","5","4","3"
"1871","8056.","Pinus mugo","8","3","3","x","x","3"
"1872","8061.","Pinus rotundata","8","3","5","8","2","2"
"1873","8057.","Pinus nigra","7","7","4","3","9","2"
"1874","8058.","Pinus sylvestris","7","x","7","x","x","x"
"1875","8139.","Plantago alpina","8","3","2","5","3","2"
"1876","8145.","Plantago atrata ssp. atrata","8","3","4","7","8","5"
"1877","8148.","Plantago coronopus","8","7","3","7","7","4"
"1878","8141.","Plantago arenaria","8","7","5","4","7","5"
"1879","8150.","Plantago lanceolata","6","x","3","x","x","x"
"1880","8153.","Plantago major ssp. major","8","x","x","5","x","6"
"1881","8152.","Plantago uliginosa","7","6","x","7","5","4"
"1882","8156.","Plantago maritima","8","6","x","7","8","5"
"1883","8158.","Plantago media","7","x","7","4","7","3"
"1884","0","Plantago serpentina","9","6","6","4","6","2"
"1885","8164.","Platanthera bifolia","6","x","3","5","7","x"
"1886","8167.","Platanthera chlorantha","6","x","3","7","7","x"
"1887","8194.","Pleurospermum austriacum","5","4","5","6","8","4"
"1888","8200.","Poa alpina","7","3","5","5","x","7"
"1889","8203.","Poa annua","7","x","5","6","x","8"
"1890","8205.","Poa badensis","8","7","4","3","8","1"
"1891","8206.","Poa bulbosa","8","7","7","3","5","2"
"1892","8207.","Poa cenisia","8","2","2","5","8","3"
"1893","8208.","Poa chaixii","6","5","4","5","3","4"
"1894","8209.","Poa compressa","9","x","4","3","9","3"
"1895","8212.","Poa hybrida","6","3","4","6","6","7"
"1896","8214.","Poa laxa","8","1","2","5","3","2"
"1897","8215.","Poa minor","8","2","2","5","8","3"
"1898","8218.","Poa nemoralis","5","x","5","5","5","4"
"1899","8219.","Poa palustris","7","5","5","9","8","7"
"1900","8201.","Poa angustifolia","7","6","x","x","x","3"
"1901","8222.","Poa pratensis","6","x","x","5","x","6"
"1902","8211.","Poa humilis","9","5","3","5","6","3"
"1903","8223.","Poa remota","5","6","6","7","8","7"
"1904","8226.","Poa supina","8","3","4","5","7","7"
"1905","8227.","Poa trivialis","6","x","3","7","x","7"
"1906","9977.","Scorzonera laciniata","8","8","6","3","8","4"
"1907","8275.","Polemonium caeruleum","6","4","5","7","8","6"
"1908","8338.","Polycarpon tetraphyllum","9","8","3","3","5","?"
"1909","8343.","Polycnemum arvense","8","8","7","3","7","2"
"1910","8345.","Polycnemum majus","8","7","6","4","8","4"
"1911","8346.","Polycnemum verrucosum","8","8","6","2","6","1"
"1912","8358.","Polygala alpestris ssp. alpestris","8","2","4","4","7","2"
"1913","8360.","Polygala amara agg.","8","3","4","4","8","2"
"1914","8364.","Polygala amarella","9","x","4","9","9","1"
"1915","0","Polygala calcarea","7","7","1","3","9","2"
"1916","8365.","Polygala chamaebuxus","6","4","4","3","8","2"
"1917","8366.","Polygala comosa","8","6","6","3","8","2"
"1918","8368.","Polygala serpyllifolia","8","4","2","6","2","2"
"1919","8369.","Polygala vulgaris","7","x","3","4","3","2"
"1920","8374.","Polygonatum multiflorum","2","x","5","5","6","5"
"1921","8375.","Polygonatum odoratum","7","5","5","3","7","3"
"1922","8376.","Polygonatum verticillatum","4","4","2","5","4","5"
"1923","7714.","Persicaria amphibia","7","6","x","11","6","4"
"1924","0","Persicaria amphibia var. terrestre","8","6","x","x","x","6"
"1925","8380.","Polygonum aviculare agg.","7","6","x","4","x","6"
"1926","7715.","Bistorta major","7","4","7","7","5","5"
"1927","7717.","Persicaria hydropiper","7","6","x","8","5","8"
"1928","7720.","Persicaria lapathifolium ssp. lapathifol","6","6","4","8","x","8"
"1929","7719.","Persicaria lapathifolia ssp. danubiale","8","6","5","7","x","5"
"1930","7721.","Persicaria lapathifolia ssp. incanum","7","6","4","6","x","8"
"1931","7723.","Persicaria minor","7","6","3","8","5","8"
"1932","7716.","Persicaria mitis","7","6","3","8","6","7"
"1933","0","Polygonum oxyspermum ssp. raii","9","6","4","7","7","8"
"1934","7722.","Persicaria maculosa","6","6","3","5","7","7"
"1935","8384.","Polygonum rurivagum","7","7","3","5","8","7"
"1936","7726.","Bistorta vivipara","7","2","x","5","4","2"
"1937","8386.","Polypodium interjectum","5","6","3","5","x","?"
"1938","8389.","Polypodium vulgare agg.","5","5","3","4","2","2"
"1939","8400.","Polystichum aculeatum","3","6","2","6","6","7"
"1940","8402.","Polystichum braunii","3","4","2","6","6","7"
"1941","8404.","Polystichum lonchitis","6","4","3","5","8","3"
"1942","8405.","Polystichum setiferum","3","7","2","6","5","5"
"1943","8427.","Populus alba","5","7","7","7","8","6"
"1944","8428.","Populus nigra","5","6","6","8","7","7"
"1945","8429.","Populus tremula","6","5","5","5","x","x"
"1946","8486.","Portulaca oleracea","7","8","3","4","7","7"
"1947","8490.","Potamogeton acutifolius","7","6","4","11","5","6"
"1948","8491.","Potamogeton alpinus","7","4","x","12","6","6"
"1949","8513.","Potamogeton x angustifolius","7","6","4","12","7","5"
"1950","8493.","Potamogeton coloratus","8","6","3","11","8","8"
"1951","8494.","Potamogeton compressus","6","5","?","12","8","4"
"1952","8495.","Potamogeton crispus","6","5","3","12","7","5"
"1953","8496.","Potamogeton filiformis","8","4","5","12","4","3"
"1954","8497.","Potamogeton friesii","5","6","5","11","7","6"
"1955","8498.","Potamogeton gramineus","8","4","x","12","5","5"
"1956","8499.","Potamogeton lucens","6","6","4","12","6","7"
"1957","8500.","Potamogeton natans","6","5","5","11","7","5"
"1958","8512.","Potamogeton x nitens","7","5","2","12","7","5"
"1959","8501.","Potamogeton nodosus","6","6","5","12","8","5"
"1960","8502.","Potamogeton obtusifolius","6","6","3","12","6","6"
"1961","0","Potamogeton pectinatus ssp. helveticus","7","6","5","12","8","7"
"1962","8505.","Potamogeton pectinatus ssp. pectinatus","6","x","5","12","8","8"
"1963","8506.","Potamogeton perfoliatus","6","x","x","12","7","6"
"1964","8507.","Potamogeton polygonifolius","7","6","2","10","3","2"
"1965","8508.","Potamogeton praelongus","8","4","5","12","8","4"
"1966","8509.","Potamogeton pusillus agg. (berchtoldii)","6","5","5","12","6","x"
"1967","8492.","Potamogeton pusillus berchtoldii","6","6","5","12","7","5"
"1968","0","Potamogeton rutilus","7","5","4","12","8","5"
"1969","8511.","Potamogeton trichoides","8","6","5","11","5","4"
"1970","8515.","Potentilla alba","6","6","5","4","5","5"
"1971","8516.","Potentilla anglica agg.","7","6","2","5","8","4"
"1972","8518.","Potentilla anserina","7","6","x","6","x","7"
"1973","8519.","Potentilla argentea agg.","9","6","3","2","3","1"
"1974","8522.","Potentilla aurea","8","3","4","4","3","2"
"1975","8524.","Potentilla brauneana (dubia)","7","2","2","7","9","5"
"1976","8525.","Potentilla caulescens","8","3","4","3","8","3"
"1977","8526.","Potentilla clusiana","8","2","4","3","8","2"
"1978","8528.","Potentilla collina","9","7","4","2","2","1"
"1979","8529.","Potentilla crantzii","9","2","3","5","8","2"
"1980","8530.","Potentilla erecta","6","x","3","x","x","2"
"1981","8531.","Potentilla frigida","9","1","6","4","2","1"
"1982","8533.","Potentilla grandiflora","8","3","5","3","4","2"
"1983","8535.","Potentilla heptaphylla","7","5","4","3","9","2"
"1984","8537.","Potentilla inclinata","9","7","5","2","6","1"
"1985","8538.","Potentilla intermedia","8","6","6","3","7","4"
"1986","8541.","Potentilla micrantha","5","7","4","4","8","4"
"1987","8544.","Potentilla norvegica","7","6","6","5","5","5"
"1988","8545.","Potentilla palustris","8","x","x","9","3","2"
"1989","8550.","Potentilla recta","9","7","5","3","5","2"
"1990","8551.","Potentilla reptans","6","6","3","6","7","5"
"1991","0","Potentilla rhenana","9","8","4","2","2","1"
"1992","8552.","Potentilla rupestris","7","7","4","4","6","2"
"1993","8554.","Potentilla sterilis","5","5","2","5","6","6"
"1994","8555.","Potentilla supina","7","7","5","8","6","7"
"1995","8557.","Potentilla thuringiaca","6","6","5","4","6","3"
"1996","8536.","Potentilla arenaria","9","7","6","1","8","1"
"1997","8556.","Potentilla tabernaemontani","8","6","4","3","7","2"
"1998","8549.","Potentilla filiformis","9","6","4","2","8","1"
"1999","8583.","Prenanthes purpurea","4","4","4","5","5","5"
"2000","8585.","Primula auricula","8","3","4","x","8","2"
"2001","8588.","Primula clusiana","8","2","4","5","8","2"
"2002","8590.","Primula elatior","6","x","4","6","7","7"
"2003","8592.","Primula farinosa","8","x","4","8","9","2"
"2004","8593.","Primula glutinosa","8","1","7","4","2","1"
"2005","8595.","Primula hirsuta","8","2","5","5","3","2"
"2006","8596.","Primula integrifolia","8","1","4","6","3","3"
"2007","8598.","Primula minima","8","2","4","5","1","1"
"2008","8599.","Primula veris","7","x","3","4","8","3"
"2009","8605.","Primula vulgaris","6","5","2","5","7","5"
"2010","8648.","Prunella grandiflora","7","x","5","3","8","3"
"2011","8649.","Prunella laciniata","7","7","2","3","9","2"
"2012","8650.","Prunella vulgaris","7","x","3","5","7","x"
"2013","8653.","Prunus avium","4","5","4","5","7","5"
"2014","8661.","Prunus fruticosa","8","8","8","3","8","x"
"2015","8662.","Prunus mahaleb","7","7","4","3","8","2"
"2016","8663.","Prunus padus","5","5","3","8","7","6"
"2017","8667.","Prunus serotina","6","6","x","5","x","?"
"2018","8669.","Prunus spinosa","7","5","5","4","7","x"
"2019","8709.","Pseudorchis albida","8","4","2","5","2","2"
"2020","8738.","Pteridium aquilinum","6","5","3","5","3","3"
"2021","0","Puccinellia capillaris","9","6","?","8","7","4"
"2022","8765.","Puccinellia distans","8","6","6","6","7","4"
"2023","8767.","Puccinellia limosa","8","6","6","7","7","5"
"2024","0","Puccinellia maritima","9","6","3","8","7","5"
"2025","8771.","Pulicaria dysenterica","8","6","3","7","7","5"
"2026","8773.","Pulicaria vulgaris","9","6","?","8","6","7"
"2027","8775.","Pulmonaria angustifolia","5","7","4","5","6","3"
"2028","0","Pulmonaria collina","5","6","?","5","8","4"
"2029","8779.","Pulmonaria mollis","5","5","4","5","8","5"
"2030","8780.","Pulmonaria mollis ssp. alpigena","5","4","?","5","8","?"
"2031","0","Pulmonaria montana ssp. montana","6","6","2","5","6","5"
"2032","8782.","Pulmonaria obscura","4","5","6","6","8","7"
"2033","8784.","Pulmonaria officinalis","5","6","5","5","8","6"
"2034","0","Pulsatilla alba","8","4","4","5","2","2"
"2035","8788.","Pulsatilla alpina","8","2","2","5","8","3"
"2036","0","Pulsatilla apiifolia (sulphurea)","9","2","2","5","3","2"
"2037","8792.","Pulsatilla grandis","9","6","?","3","9","1"
"2038","8794.","Pulsatilla patens","6","6","5","4","6","2"
"2039","8795.","Pulsatilla pratensis","7","6","5","2","7","2"
"2040","8800.","Pulsatilla vernalis (var. bidgostiana)","7","x","5","4","5","2"
"2041","8802.","Pulsatilla vulgaris","7","6","5","2","7","2"
"2042","8830.","Pyrola chlorantha","5","5","5","4","5","2"
"2043","8831.","Pyrola media","4","x","4","4","5","2"
"2044","8832.","Pyrola minor","6","x","x","5","3","2"
"2045","8833.","Pyrola rotundifolia","4","x","5","6","5","3"
"2046","8841.","Pyrus communis agg.","6","6","5","5","8","x"
"2047","8848.","Quercus cerris","6","8","4","4","6","x"
"2048","0","Quercus ilex","4","9","2","3","x","x"
"2049","8850.","Quercus petraea agg.","6","6","2","5","x","x"
"2050","8854.","Quercus pubescens","7","8","4","3","7","x"
"2051","8855.","Quercus robur","7","6","6","x","x","x"
"2052","8882.","Radiola linoides","8","6","3","7","3","2"
"2053","8915.","Ranunculus aconitifolius","6","4","2","8","5","6"
"2054","8916.","Ranunculus acris agg.","7","x","3","6","x","x"
"2055","8920.","Ranunculus alpestris","9","2","x","7","8","4"
"2056","8922.","Batrachium aquatile","7","5","2","11","6","6"
"2057","8953.","Batrachium peltatum","6","6","3","12","5","6"
"2058","8954.","Batrachium penicillatum","8","6","4","11","7","x"
"2059","8973.","Batrachium trichophyllum","7","x","x","12","8","7"
"2060","8974.","Batrachium lutulentum","7","3","3","12","8","3"
"2061","0","Batrachium tripartitum","9","6","1","10","6","3"
"2062","8923.","Ranunculus arvensis","6","6","3","4","8","x"
"2063","12276","Ranunculus auricomus agg.","5","6","3","x","7","x"
"2064","8926.","Batrachium baudotii","8","6","x","10","9","7"
"2065","8928.","Ranunculus bulbosus","8","6","3","3","7","3"
"2066","8931.","Batrachium circinatum","6","6","5","12","7","8"
"2067","8934.","Ficaria verna ssp. bulbifera","4","5","3","6","7","7"
"2068","8938.","Ranunculus flammula","7","x","3","9","3","2"
"2069","8964.","Ranunculus reptans","8","6","?","10","8","2"
"2070","8939.","Ranunculus fluitans","8","6","2","12","x","8"
"2071","8940.","Ranunculus glacialis","8","1","4","6","3","2"
"2072","0","Ranunculus hederaceus","8","5","1","9","3","x"
"2073","8941.","Ranunculus hybridus","9","2","4","5","9","3"
"2074","8942.","Ranunculus illyricus","8","7","6","4","7","4"
"2075","8945.","Ranunculus lanuginosus","3","6","4","6","7","7"
"2076","8947.","Ranunculus lingua","7","x","x","10","6","7"
"2077","8929.","Ranunculus montanus carinthiacus","7","4","4","4","8","3"
"2078","0","Ranunculus montanus grenieranus","9","1","?","x","2","3"
"2079","8949.","Ranunculus montanus montanus","6","3","4","5","8","6"
"2080","8927.","Ranunculus montanus oreophilus","8","3","4","5","8","3"
"2081","0","Ranunculus ololeucos","8","6","1","10","x","3"
"2082","8950.","Ranunculus parnassifolius","8","2","3","5","9","3"
"2083","8955.","Ranunculus platanifolius","5","4","4","6","x","7"
"2084","8958.","Ranunculus polyanthemos agg.","","","","","",""
"2085","8976.","Ranunculus nemorosus","6","x","4","5","6","x"
"2086","8959.","Ranunculus polyanthemos","6","6","5","4","x","2"
"2087","8969.","Ranunculus serpens","4","4","3","5","x","7"
"2088","8962.","Ranunculus pygmaeus","8","1","3","7","3","3"
"2089","0","Ranunculus pyrenaeus","8","1","4","5","4","2"
"2090","8963.","Ranunculus repens","6","x","x","7","x","7"
"2091","8966.","Ranunculus sardous","8","6","4","8","x","7"
"2092","8967.","Ranunculus sceleratus","9","6","x","9","7","9"
"2093","9016.","Raphanus raphanistrum agg.","6","5","3","5","4","6"
"2094","9020.","Rapistrum perenne","9","8","6","3","9","4"
"2095","9021.","Rapistrum rugosum","7","7","3","4","8","5"
"2096","9034.","Reseda lutea","7","6","3","3","8","5"
"2097","9035.","Reseda luteola","8","7","3","4","9","6"
"2098","4229.","Reynoutria japonica","8","6","2","8","5","7"
"2099","4230.","Reynoutria sachalinensis","7","7","2","8","7","8"
"2100","0","Rhamnus alpina","6","5","5","4","8","3"
"2101","9049.","Rhamnus cathartica","7","5","5","4","8","4"
"2102","9051.","Rhamnus pumila","8","2","4","3","9","2"
"2103","9052.","Rhamnus saxatilis","7","6","4","3","9","2"
"2104","9060.","Rhinanthus alectorolophus","8","x","2","4","7","3"
"2105","0","Rhinanthus aristatus","8","4","4","5","5","2"
"2106","9066.","Rhinanthus glacialis","8","3","4","5","4","2"
"2107","9067.","Rhinanthus minor","7","5","3","4","x","3"
"2108","9070.","Rhinanthus major","7","5","3","6","7","2"
"2109","9153.","Rhodiola rosea","7","4","3","6","4","?"
"2110","9158.","Rhododendron ferrugineum","7","3","4","6","2","2"
"2111","9159.","Rhododendron hirsutum","7","3","4","4","7","3"
"2112","12294","Rhododendron x intermedium","7","3","4","5","6","2"
"2113","9162.","Rhodothamnus chamaecistus","6","3","4","5","8","2"
"2114","0","Rhynchosinapis cheiranthos","9","8","2","4","6","3"
"2115","9168.","Rhynchospora alba","8","5","3","9","3","2"
"2116","9169.","Rhynchospora fusca","8","5","2","9","1","2"
"2117","9194.","Ribes alpinum","5","4","4","x","8","7"
"2118","9196.","Ribes nigrum","4","x","7","9","6","5"
"2119","9197.","Ribes petraeum","5","3","4","5","6","7"
"2120","9198.","Ribes rubrum agg.","","","","","",""
"2121","9199.","Ribes rubrum rubrum","4","6","7","8","6","6"
"2122","9200.","Ribes rubrum spicatum","4","5","7","8","7","7"
"2123","9201.","Ribes uva-crispa","4","5","2","x","x","6"
"2124","9336.","Robinia pseudacacia","5","6","4","4","x","8"
"2125","9345.","Rorippa amphibia","7","6","7","10","7","8"
"2126","9353.","Rorippa x anceps","7","6","4","9","9","8"
"2127","9354.","Rorippa x armoracioides","7","6","?","8","?","?"
"2128","9346.","Rorippa austriaca","8","7","4","7","8","8"
"2129","9350.","Rorippa palustris","7","x","x","8","x","8"
"2130","9351.","Rorippa pyrenaica","8","7","2","5","6","6"
"2131","9352.","Rorippa sylvestris","6","6","3","8","8","6"
"2132","9358.","Rosa abietina","8","5","?","5","7","3"
"2133","9362.","Rosa agrestis","8","6","4","3","8","3"
"2134","9365.","Rosa arvensis","5","5","2","5","7","5"
"2135","9370.","Rosa canina agg.","8","5","3","4","x","x"
"2136","9368.","Rosa coriifolia","8","6","3","3","8","3"
"2137","9375.","Rosa corymbifera agg.","8","6","4","4","7","5"
"2138","9381.","Rosa elliptica","8","6","4","3","8","3"
"2139","9379.","Rosa gallica","7","7","4","4","7","4"
"2140","9380.","Rosa glauca","8","5","4","4","7","2"
"2141","9382.","Rosa jundzillii","8","7","6","3","8","4"
"2142","9383.","Rosa majalis","7","6","7","5","8","3"
"2143","9384.","Rosa micrantha","8","6","4","3","8","3"
"2144","9388.","Rosa obtusifolia","7","6","4","4","8","4"
"2145","9389.","Rosa pendulina","6","4","2","5","7","6"
"2146","9390.","Rosa spinosissima","8","6","5","4","8","3"
"2147","9392.","Rosa rubiginosa","7","6","2","3","8","3"
"2148","9394.","Rosa scabriuscula","8","6","4","3","8","3"
"2149","9398.","Rosa stylosa","8","7","2","4","8","4"
"2150","9399.","Rosa subcanina","8","5","3","4","6","3"
"2151","9400.","Rosa subcollina","8","6","3","3","8","3"
"2152","0","Rosa subdumetorum","8","6","4","4","7","5"
"2153","9401.","Rosa tomentosa","8","6","2","4","7","4"
"2154","9403.","Rosa villosa","6","5","2","3","8","2"
"2155","9360.","Rosa vosagiaca","7","5","2","5","6","3"
"2156","9418.","Rubia peregrina","6","9","1","4","x","3"
"2157","9437.","Rubus caesius","6","5","4","x","8","7"
"2158","9444.","Rubus chamaemorus","9","3","7","8","2","1"
"2159","9476.","Rubus idaeus","7","x","x","x","x","6"
"2160","9510.","Rubus saxatilis","7","x","7","6","7","4"
"2161","9535.","Rudbeckia hirta","8","7","5","4","8","5"
"2162","9536.","Rudbeckia laciniata","7","6","5","8","7","7"
"2163","9539.","Rumex acetosa","8","x","x","x","x","6"
"2164","9541.","Rumex acetosella ssp. acetosella","8","5","3","3","2","2"
"2165","9544.","Rumex acetosella ssp. tenuifolius","9","6","5","3","2","1"
"2166","9545.","Rumex arifolius","7","3","5","6","8","6"
"2167","9546.","Rumex alpinus","8","4","4","6","7","9"
"2168","9547.","Rumex aquaticus","7","6","7","8","7","8"
"2169","9551.","Rumex conglomeratus","8","6","3","7","x","8"
"2170","9552.","Rumex crispus","7","5","3","7","x","6"
"2171","9554.","Rumex hydrolapathum","7","6","3","10","7","7"
"2172","9556.","Rumex longifolius","8","6","?","5","?","8"
"2173","9557.","Rumex maritimus","8","7","x","9","8","9"
"2174","9558.","Rumex nivalis","8","2","4","7","8","4"
"2175","9559.","Rumex obtusifolius","7","5","3","6","x","9"
"2176","9564.","Rumex palustris","8","7","3","9","9","8"
"2177","9570.","Rumex pulcher","8","7","3","3","7","7"
"2178","9573.","Rumex sanguineus","4","6","2","8","7","7"
"2179","9574.","Rumex scutatus","8","x","2","4","7","3"
"2180","9575.","Rumex stenophyllus","8","6","8","7","8","5"
"2181","9576.","Rumex thyrsiflorus","8","7","7","3","7","4"
"2182","9577.","Rumex triangulivalvis","8","6","?","7","7","7"
"2183","0","Ruppia cirrhosa","?","6","?","12","8","?"
"2184","0","Ruppia maritima","x","6","8","10","8","?"
"2185","9601.","Sagina apetala","8","7","2","7","4","4"
"2186","0","Sagina maritima","8","6","x","7","8","3"
"2187","9603.","Sagina nodosa","8","6","3","8","8","5"
"2188","9604.","Sagina procumbens","7","x","3","5","7","6"
"2189","9606.","Sagina saginoides","7","3","3","6","5","4"
"2190","9607.","Sagina subulata","8","6","2","7","?","?"
"2191","9613.","Sagittaria sagittifolia","7","6","4","10","7","6"
"2192","0","Salicornia europaea agg.","","","","","",""
"2193","0","Salicornia europaea dolichostachya","9","6","x","9","7","4"
"2194","0","Salicornia europaea europaea","9","6","x","8","8","4"
"2195","0","Salicornia fragilis","9","6","?","7","7","3"
"2196","9615.","Salicornia prostrata","9","6","?","?","?","?"
"2197","0","Salicornia ramosissima","9","6","?","8","8","5"
"2198","9617.","Salix alba","5","6","6","8","8","7"
"2199","9618.","Salix alpina","9","2","?","6","8","4"
"2200","9620.","Salix appendiculata","7","3","4","6","8","6"
"2201","9623.","Salix aurita","7","x","3","8","4","3"
"2202","9628.","Salix caprea","7","x","3","6","7","7"
"2203","9630.","Salix cinerea","7","x","5","9","5","4"
"2204","9631.","Salix daphnoides","6","x","4","8","8","4"
"2205","9633.","Salix elaeagnos","7","5","2","7","8","4"
"2206","9634.","Salix foetida","8","3","2","7","4","4"
"2207","9636.","Salix fragilis","5","5","3","8","6","6"
"2208","9668.","Salix x rubens","5","6","?","8","6","6"
"2209","9637.","Salix glabra","6","3","4","7","8","4"
"2210","9639.","Salix hastata","7","3","7","6","7","4"
"2211","9642.","Salix herbacea","7","2","3","7","3","4"
"2212","9648.","Salix myrsinifolia","7","4","6","7","8","6"
"2213","9650.","Salix myrtilloides","6","4","8","9","4","2"
"2214","9652.","Salix pentandra","7","5","7","8","6","4"
"2215","9653.","Salix purpurea","8","5","4","x","8","x"
"2216","9654.","Salix repens ssp. repens","8","5","x","7","x","x"
"2217","0","Salix repens ssp. argentea","9","6","4","6","7","3"
"2218","9656.","Salix repens ssp. rosmarinifolia","8","5","6","8","5","2"
"2219","9657.","Salix reticulata","8","2","x","6","9","3"
"2220","9659.","Salix retusa retusa","7","2","4","6","8","4"
"2221","9660.","Salix retusa serpillifolia","7","2","4","4","9","2"
"2222","9662.","Salix starkeana (livida)","7","4","7","7","4","?"
"2223","9663.","Salix triandra","7","5","5","8","7","5"
"2224","9666.","Salix viminalis","7","6","7","8","7","x"
"2225","9667.","Salix waldsteiniana","7","3","4","6","8","5"
"2226","0","Salsola kali ssp. kali","9","7","x","x","7","8"
"2227","9674.","Salsola kali ssp. ruthenica","9","7","8","4","8","5"
"2228","9678.","Salvia glutinosa","4","5","4","6","7","7"
"2229","9681.","Salvia pratensis","8","6","4","3","8","4"
"2230","9679.","Salvia nemorosa","7","7","?","4","9","4"
"2231","9684.","Salvia verticillata","9","6","6","4","7","5"
"2232","9690.","Salvinia natans","7","8","5","11","7","7"
"2233","9692.","Sambucus ebulus","8","6","3","5","8","7"
"2234","9693.","Sambucus nigra","7","5","3","5","x","9"
"2235","9694.","Sambucus racemosa","6","4","4","5","5","8"
"2236","9696.","Samolus valerandi","8","6","3","8","7","5"
"2237","9700.","Sanguisorba minor","7","6","5","3","8","2"
"2238","9701.","Sanguisorba muricata","8","8","5","2","7","2"
"2239","9703.","Sanguisorba officinalis","7","5","7","6","x","5"
"2240","9705.","Sanicula europaea","4","5","3","5","8","6"
"2241","9714.","Saponaria ocymoides","7","?","2","3","9","2"
"2242","9715.","Saponaria officinalis","7","6","3","5","7","5"
"2243","9740.","Saussurea alpina ssp. alpina","9","1","7","5","5","3"
"2244","9742.","Saussurea discolor","9","1","6","5","8","2"
"2245","9743.","Saussurea pygmaea","9","2","5","5","8","2"
"2246","9747.","Saxifraga adscendens","8","2","4","4","5","6"
"2247","9748.","Saxifraga aizoides","8","3","3","9","8","3"
"2248","9749.","Saxifraga androsacea","7","2","5","7","8","4"
"2249","9750.","Saxifraga aphylla","9","1","4","5","9","3"
"2250","9751.","Saxifraga aspera","8","3","5","4","3","2"
"2251","0","Saxifraga biflora ssp. macropetala","9","1","4","6","8","?"
"2252","9755.","Saxifraga bryoides","9","1","4","5","3","2"
"2253","9757.","Saxifraga burserana","9","3","4","4","9","2"
"2254","9758.","Saxifraga caesia","8","2","4","3","9","2"
"2255","9761.","Saxifraga cotyledon","8","3","4","5","3","2"
"2256","9763.","Saxifraga cuneifolia","4","4","5","6","3","2"
"2257","0","Saxifraga rosacea","7","4","2","4","8","x"
"2258","9765.","Saxifraga exarata agg.","8","1","?","4","2","2"
"2259","9767.","Saxifraga granulata","x","6","2","4","5","3"
"2260","9769.","Saxifraga hirculus","9","5","7","9","4","2"
"2261","9774.","Saxifraga moschata","8","1","5","4","8","3"
"2262","9776.","Saxifraga mutata","8","4","4","8","9","1"
"2263","9779.","Saxifraga oppositifolia ssp. oppositif","8","2","3","5","8","2"
"2264","0","Saxifraga oppositifolia ssp. amphibia","9","6","3","9","8","2"
"2265","9780.","Saxifraga paniculata","7","3","3","3","8","2"
"2266","9784.","Saxifraga rotundifolia","5","3","4","6","8","6"
"2267","9788.","Saxifraga seguieri","8","2","3","7","3","3"
"2268","9789.","Saxifraga sponhemica","7","6","2","4","5","2"
"2269","9791.","Saxifraga stellaris","8","3","2","9","5","?"
"2270","9795.","Saxifraga tridactylites","8","6","2","2","7","1"
"2271","9807.","Scabiosa canescens","7","7","6","3","8","3"
"2272","9809.","Scabiosa columbaria","8","5","2","3","8","3"
"2273","0","Scabiosa gramuntia","8","7","5","2","5","2"
