Taxon,L,T,K,F,R,N,,FZ,S
Festuca heterophylla,4,6,5,4,5,4,,,0
Festuca intercedens,9,2,5,3,6,2,,,0
Festuca laevigata,8,7,5,2,8,1,,,0
Festuca laxa,9,4,4,3,9,2,,,0
Festuca myuros,8,7,i,2,5,2,,,1
Festuca nigrescens,7,4,4,i,3,2,,,0
Festuca nigricans,8,2,5,5,6,5,,,0
Festuca nitida,8,3,4,4,8,2,,,0
Festuca norica,8,2,5,4,8,3,,,0
Festuca ovina,7,5,i,5,3,2,,~,0
Festuca pallens,9,7,6,1,8,1,,,0
Festuca picturata,9,2,6,5,5,3,,,0
Festuca pseudodalmatica,8,7,6,2,7,2,,,0
Festuca pseudodura,9,2,6,3,5,2,,,0
Festuca pumila,9,2,5,4,7,4,,~,0
Festuca rubra,i,i,i,i,i,i,,,1
Festuca rubra subsp. juncea,8,6,5,4,6,5,,~,1
Festuca rubra subsp. litoralis,8,6,3,6,7,5,,~,7
Festuca rubra subsp. megastachys,7,4,4,6,5,4,,,0
Festuca rubra subsp. rubra,i,i,i,i,i,i,,,1
Festuca rupicaprina,9,2,5,4,8,2,,,0
Festuca rupicola,8,6,8,3,7,3,,~,0
Festuca stenantha,8,4,7,1,9,1,,,0
Festuca stricta,8,7,6,1,9,1,,,0
Festuca supina,8,2,5,3,2,1,,,0
Festuca trachyphylla,8,6,6,3,i,2,,,0
Festuca trichophylla,8,7,5,8,8,2,,,0
Festuca vaginata,9,8,7,1,8,1,,,0
"Festuca vaginata ""subsp. dominii""",8,8,7,2,4,1,,,0
Festuca valesiaca,8,7,8,2,7,2,,~,1
Festuca valesiaca subsp. parviflora,9,8,8,3,8,3,,~,4
Festuca valesiaca subsp. valesiaca,8,7,8,1,7,2,,,0
Festuca varia,9,2,5,3,3,2,,,0
Festuca varia subsp. varia,9,2,6,3,3,2,,,0
Festuca varia subsp. winnebachensis,9,2,5,3,3,2,,,0
Festuca vivipara,9,1,6,4,4,2,,,0
Ficaria calthifolia,6,7,4,5,7,7,,,0
Ficaria verna,i,5,3,6,7,7,,,0
Ficus carica,6,9,4,3,7,5,,,1
Filago arvensis,8,7,7,2,4,3,,~,0
Filago germanica,9,7,4,3,5,3,,,0
Filago lutescens,9,7,3,3,4,2,,,0
Filago minima,9,6,4,2,4,1,,,0
Filipendula ulmaria,6,5,i,8,6,6,,=,1
Filipendula ulmaria subsp. picbaueri,7,7,7,8,6,5,,=,1
Filipendula ulmaria subsp. ulmaria,6,5,i,8,6,6,,=,1
Filipendula vulgaris,7,6,6,4,8,3,,~,0
Fimbristylis annua,7,9,3,8,3,3,,,0
Foeniculum vulgare,7,8,5,4,8,7,,,1
Forsythia x intermedia,7,8,5,4,6,6,,,0
Fourraea alpina,5,6,4,3,8,3,,,0
Fragaria moschata,6,5,6,5,7,6,,,0
Fragaria vesca,7,i,i,5,i,5,,,0
Fragaria viridis,8,6,6,4,7,4,,,1
Frangula alnus,6,6,i,b,i,4,,~,0
Fraxinus angustifolia subsp. danubialis,6,7,7,7,7,6,,=,0
Fraxinus excelsior,6,5,3,i,7,i,,,0
Fraxinus ornus subsp. ornus,6,8,6,3,8,3,,,0
Fraxinus pennsylvanica,6,8,i,6,8,5,,=,1
Fritillaria imperialis,8,6,5,3,6,3,,,0
Fritillaria meleagris,8,7,5,8,7,5,,~,0
Fumana procumbens,9,8,5,1,9,1,,,0
Fumaria capreolata,6,8,i,4,5,7,,,0
Fumaria officinalis,7,6,i,5,7,7,,,0
Fumaria officinalis subsp. officinalis,7,6,i,5,7,7,,,0
Fumaria officinalis subsp. wirtgenii,7,7,i,5,7,7,,,0
Fumaria parviflora,7,8,5,3,7,6,,,0
Fumaria rostellata,7,7,7,4,8,6,,,0
Fumaria schleicheri,8,7,6,3,8,6,,,0
Fumaria vaillantii,8,6,7,3,8,7,,,0
Gagea bohemica,9,7,6,1,3,2,,,0
Gagea liotardii,8,3,5,6,6,6,,,0
Gagea lutea,5,5,i,6,7,7,,~,0
Gagea minima,6,5,5,5,7,7,,~,0
Gagea pratensis,7,6,4,4,7,6,,,0
Gagea pratensis subsp. pratensis,7,6,4,4,7,6,,,0
Gagea pratensis subsp. transversalis,8,7,4,4,7,6,,,0
Gagea pusilla,8,7,7,3,7,4,,,0
Gagea serotina,9,1,7,5,5,1,,~,0
Gagea spathacea,4,6,4,6,6,6,,~,0
Gagea villosa,7,7,5,4,7,6,,~,0
Gaillardia x grandiflora,7,8,7,3,5,7,,,0
Galanthus elwesii,5,7,7,4,7,5,,,0
Galanthus nivalis,5,6,5,6,7,7,,~,0
Galanthus woronowii,5,7,6,5,7,5,,,0
Galatella cana,8,8,9,4,7,3,,~,4
Galatella linosyris,8,7,6,2,8,2,,,1
Galega officinalis,7,6,7,6,7,7,,~,2
Galeobdolon argentatum,3,6,5,6,6,7,,,0
Galeobdolon flavidum,4,4,5,5,6,5,,~,0
Galeobdolon montanum,3,5,3,6,6,6,,,0
Galeopsis angustifolia,8,6,3,2,8,3,,,0
Galeopsis bifida,7,5,i,5,6,7,,,0
Galeopsis ladanum,8,5,i,4,5,3,,,0
Galeopsis pernhofferi,7,6,6,6,6,7,,,0
Galeopsis pubescens,7,5,6,5,6,7,,,0
Galeopsis speciosa,7,4,5,6,6,7,,,0
Galeopsis tetrahit,7,5,4,5,6,7,,,0
Galinsoga parviflora,8,6,5,5,6,8,,,0
Galinsoga quadriradiata,7,6,4,5,6,7,,,0
Galium anisophyllon,7,2,4,4,6,3,,,0
Galium aparine,7,6,i,5,6,8,,,1
Galium aristatum,5,4,5,5,6,4,,,0
Galium austriacum,6,5,5,3,8,2,,,0
Galium boreale,7,6,6,6,7,3,,~,0
Galium elongatum,6,6,4,9,5,6,,=,1
Galium eruptivum,7,7,7,2,8,3,,,0
Galium glaucum,7,7,5,2,b,2,,,0
Galium intermedium,5,6,6,4,6,4,,,0
Galium laevigatum,5,6,5,5,6,4,,,0
Galium lucidum,7,6,4,3,8,2,,,0
Galium lucidum subsp. lucidum,7,6,5,2,8,2,,,0
Galium lucidum subsp. meliodorum,8,4,5,3,9,2,,,0
Galium megalospermum,8,2,6,5,9,3,,,0
Galium mollugo,7,6,i,5,6,5,,~,1
Galium mollugo subsp. erectum,7,6,i,5,6,6,,,1
Galium mollugo subsp. mollugo,8,6,4,6,7,6,,~,1
Galium mollugo subsp. pycnotrichum,7,6,6,4,7,4,,,0
Galium noricum,9,2,5,4,7,3,,,0
Galium odoratum,3,5,i,5,6,5,,,0
Galium palustre,7,5,i,9,5,5,,~,1
Galium palustre subsp. palustre,7,5,i,9,5,5,,~,1
Galium palustre subsp. tetraploideum,7,6,2,9,5,5,,~,0
Galium parisiense,8,7,i,3,4,3,,,0
Galium pumilum,7,5,4,3,i,2,,~,0
Galium rivale,6,7,4,8,6,6,,,0
Galium rotundifolium,3,5,4,5,5,4,,,0
Galium rubioides,7,7,7,6,7,5,,~,0
Galium rubrum,7,6,5,4,4,3,,,0
Galium saxatile,7,5,2,5,2,3,,,0
Galium spurium,8,6,i,5,7,7,,~,0
Galium sylvaticum,5,5,4,4,i,5,,,0
Galium tricornutum,8,7,i,4,8,5,,,1
Galium trifidum,7,3,5,9,5,3,,,0
Galium truniacum,8,3,5,3,9,2,,,0
Galium uliginosum,7,5,i,8,6,4,,~,0
Galium valdepilosum,6,6,5,4,6,3,,,0
Galium verrucosum,8,8,5,3,6,5,,,1
Galium verum,7,6,i,5,7,3,,~,0
Galium verum subsp. verum,7,6,i,4,7,3,,~,1
Galium verum subsp. wirtgenii,8,7,4,5,7,3,,~,2
Galium x centroniae,7,5,6,3,6,3,,,0
Galium x pomeranicum,8,6,i,4,7,5,,~,0
Gastridium ventricosum,8,9,5,2,7,3,,,0
Gaudinia fragilis,8,7,i,5,6,7,,~,0
Gazania rigens,9,9,1,5,5,7,,,2
Genista germanica,7,6,5,4,3,2,,,0
Genista pilosa,7,5,4,3,b,1,,,0
Genista radiata,8,5,6,3,7,2,,,0
Genista sagittalis,7,5,7,4,3,2,,~,0
Genista tinctoria,7,6,5,4,6,2,,~,0
Gentiana acaulis,8,3,5,5,3,2,,,0
Gentiana asclepiadea,6,4,5,6,7,5,,~,0
Gentiana bavarica,8,2,5,7,7,3,,~,0
Gentiana bavarica var. subacaulis,9,1,4,5,7,2,,,0
Gentiana brachyphylla,9,1,5,5,4,1,,,0
Gentiana brentae,9,2,7,5,9,2,,,0
Gentiana clusii subsp. clusii,8,3,4,4,9,3,,~,0
Gentiana cruciata subsp. cruciata,7,5,6,3,8,3,,,0
Gentiana frigida,8,1,6,4,5,2,,,0
Gentiana froelichii subsp. froelichii,9,1,3,3,9,1,,,0
Gentiana lutea,7,3,3,5,6,2,,~,0
Gentiana lutea subsp. lutea,7,3,3,5,6,2,,~,0
Gentiana lutea subsp. vardjanii,7,3,3,4,7,3,,~,0
Gentiana nivalis,9,2,4,5,7,3,,~,0
Gentiana orbicularis,9,1,6,4,8,1,,,0
Gentiana pannonica,7,3,5,5,4,3,,~,0
Gentiana pneumonanthe,8,5,i,8,6,2,,~,0
Gentiana prostrata,9,1,8,4,7,3,,,0
Gentiana pumila,9,2,4,4,9,2,,,0
Gentiana punctata,7,3,6,5,2,3,,~,0
Gentiana purpurea,7,3,3,5,3,2,,~,0
Gentiana terglouensis,9,1,4,3,8,2,,,0
Gentiana utriculosa,8,4,5,7,8,2,,~,0
Gentiana verna,8,i,3,i,7,3,,,0
Gentianella amarella,8,4,7,5,7,3,,,0
Gentianella anisodonta,9,2,4,4,7,3,,,0
Gentianella austriaca,8,i,5,3,8,2,,~,0
Gentianella campestris,8,3,3,5,4,2,,,0
Gentianella obtusifolia,9,3,5,4,9,2,,,0
Gentianella pilosa,7,4,4,4,9,3,,,0
Gentianella praecox,9,5,5,4,6,3,,,0
Gentianella rhaetica,8,4,4,4,6,3,,~,0
Gentianopsis ciliata,7,5,4,3,8,2,,~,0
Geranium aequale,7,8,1,4,5,5,,,0
Geranium argenteum,9,3,4,4,7,3,,,0
Geranium bohemicum,6,5,6,3,5,5,,,0
Geranium columbinum,7,6,4,4,7,6,,,0
Geranium dissectum,7,6,i,4,6,6,,,0
Geranium divaricatum,6,6,7,4,6,6,,,0
Geranium endressii,5,5,3,6,7,6,,,0
Geranium lucidum,5,7,i,5,8,6,,,0
Geranium macrorrhizum,5,7,7,3,8,3,,,0
Geranium molle,7,7,4,4,6,5,,,0
Geranium palustre,7,5,5,7,6,7,,~,0
Geranium phaeum,6,5,6,6,6,7,,,0
Geranium phaeum subsp. lividum,7,4,4,6,6,7,,,0
Geranium phaeum subsp. phaeum,6,5,6,6,5,7,,,0
Geranium pratense,8,6,7,5,7,7,,,1
Geranium purpureum,8,8,4,2,6,4,,,0
Geranium pusillum,7,6,i,4,6,6,,,0
Geranium pyrenaicum,7,6,4,4,7,6,,,0
Geranium robertianum,i,5,i,5,7,7,,~,0
Geranium rotundifolium,7,7,i,4,7,5,,,0
Geranium sanguineum,7,6,i,3,7,3,,,0
Geranium sibiricum,7,6,6,5,7,8,,,0
Geranium sylvaticum,7,4,6,6,6,7,,,0
Geranium versicolor,4,4,4,6,6,6,,,0
Geum coccineum,5,6,7,7,5,7,,,0
Geum montanum,7,2,3,5,2,2,,,0
Geum reptans,9,1,6,4,3,2,,,0
Geum rivale,6,4,i,8,6,6,,~,0
Geum urbanum,4,5,i,5,6,7,,,0
Gladiolus communis,8,7,5,6,7,3,,,0
Gladiolus illyricus,8,7,5,5,7,3,,~,0
Gladiolus imbricatus,8,5,7,7,7,3,,~,0
Gladiolus palustris,8,6,6,7,8,3,,~,0
Glaucium corniculatum,9,8,8,3,9,4,,,1
Glaucium flavum,9,7,i,4,8,7,,,3
Glaux maritima,8,6,8,7,7,5,,=,8
Glebionis coronaria,8,8,3,4,7,6,,,1
Glebionis segetum,8,6,3,5,5,5,,,1
Glechoma hederacea,6,i,i,i,7,6,,~,1
Glechoma hederacea subsp. hederacea,6,5,i,6,6,7,,,1
Glechoma hederacea subsp. hirsuta,5,7,6,4,7,6,,,0
Gleditsia triacanthos,8,8,4,4,5,5,,,0
Globularia bisnagarica,8,6,5,2,9,2,,,0
Globularia cordifolia,9,3,5,3,9,1,,,0
Globularia nudicaulis,7,3,3,4,8,3,,,0
Glyceria declinata,7,5,3,9,5,6,,~,0
Glyceria fluitans,7,6,i,9,6,7,,=,0
Glyceria grandis,6,5,7,10,6,7,,,0
Glyceria maxima subsp. maxima,8,5,i,10,7,8,,,1
Glyceria notata,7,5,6,9,7,7,,~,2
Glyceria striata,7,5,7,8,7,6,,~,0
Glyceria striata subsp. difformis ,6,4,6,8,7,6,,~,0
Glyceria striata subsp. striata,7,5,7,8,7,6,,~,0
Glyceria x pedicellata,8,5,4,9,6,6,,~,0
Glycine max,8,7,4,4,7,7,,,0
Glycyrrhiza glabra,7,8,5,6,7,6,,,1
Gnaphalium uliginosum,8,6,i,7,5,5,,~,1
Gomphocarpus fruticosus,8,8,4,4,6,5,,,0
Goodyera repens,4,5,6,4,5,2,,,0
Gratiola officinalis,7,7,6,8,7,4,,~,2
Grindelia squarrosa,8,7,7,5,6,3,,,5
Groenlandia densa,8,6,i,12,8,5,,,1
Guizotia abyssinica,8,8,i,4,5,7,,,0
Gymnadenia conopsea,7,6,4,5,8,3,,~,0
Gymnadenia conopsea agg.,7,i,2,6,8,3,,~,0
Gymnadenia densiflora,7,5,4,6,8,3,,~,0
Gymnadenia odoratissima,6,4,5,4,9,2,,~,0
Gymnocarpium dryopteris,3,5,i,5,4,5,,,0
Gymnocarpium robertianum,5,4,4,4,8,4,,,0
Gypsophila acutifolia,9,7,5,4,6,1,,,2
Gypsophila elegans,7,7,7,3,5,5,,,0
Gypsophila fastigiata subsp. arenaria,9,8,7,2,7,1,,,0
Gypsophila paniculata,9,8,7,2,8,3,,,0
Gypsophila pilosa,9,8,4,3,6,6,,,0
Gypsophila repens,9,3,5,5,8,2,,=,0
Gypsophila scorzonerifolia,8,7,9,8,8,1,,=,7
Gypsophila vaccaria,8,7,7,4,8,4,,,0
Hackelia deflexa,8,4,7,4,7,8,,,0
Hammarbya paludosa,9,5,5,9,2,2,,=,0
Hedera helix,4,5,4,4,7,5,,,0
Hedysarum hedysaroides subsp. hedysaroides,8,2,7,5,8,4,,,0
Helenium autumnale,5,8,5,6,5,7,,,0
Helianthemum alpestre,9,2,6,3,9,2,,,0
Helianthemum canum,9,7,6,2,9,1,,,0
Helianthemum nummularium,8,i,i,4,8,2,,~,0
Helianthemum nummularium subsp. glabrum,8,3,3,4,8,3,,,0
Helianthemum nummularium subsp. grandiflorum,8,3,3,4,7,3,,,0
Helianthemum nummularium subsp. nummularium,9,6,5,2,8,1,,,0
Helianthemum nummularium subsp. ovatum,8,6,5,3,7,2,,,0
Helianthus annuus,8,7,i,5,6,7,,,0
Helianthus decapetalus,5,8,5,6,5,7,,,0
Helianthus pauciforus,8,6,5,6,6,7,,,0
Helianthus tuberosus,8,7,5,6,7,7,,,0
Helichrysum arenarium,9,7,8,2,5,1,,,0
Helictochloa adsurgens,7,6,7,3,5,3,,,0
Helictochloa adsurgens subsp. adsurgens,7,6,7,3,4,3,,,0
Helictochloa adsurgens subsp. ausserdorferi,7,5,7,3,5,3,,,0
Helictochloa pratensis,8,i,5,3,i,2,,~,0
Helictochloa pratensis subsp. hirtifolia,8,6,6,3,i,2,,~,0
Helictochloa pratensis subsp. pratensis,8,6,5,3,i,2,,~,0
Helictochloa pratensis subsp. pseudoviolacea,8,4,5,4,4,2,,,0
Helictochloa versicolor,9,2,3,5,3,2,,,0
Helictotrichon desertorum subsp. basalticum,9,8,8,1,7,2,,,0
Helictotrichon parlatorei,9,3,4,4,9,3,,,0
Helictotrichon petzense,9,3,7,3,9,3,,,0
Heliopsis helianthoides,7,6,i,6,5,7,,,0
Heliosperma alpestre,8,3,5,6,9,2,,,0
Heliosperma pusillum,7,4,6,7,i,3,,~,0
Heliosperma pusillum subsp. pudibundum,7,3,6,8,6,3,,~,0
Heliosperma pusillum subsp. pusillum,7,4,6,6,9,2,,~,0
Heliosperma veselskyi,6,5,6,4,8,2,,,0
Heliotropium europaeum,9,8,6,3,8,6,,,1
Helleborus dumetorum subsp. dumetorum,3,7,6,5,7,4,,~,0
Helleborus foetidus,5,7,3,4,8,3,,,0
Helleborus niger subsp. niger,4,5,4,4,9,3,,,0
Helleborus orientalis,3,7,3,4,7,4,,,0
Helleborus viridis subsp. viridis,3,6,2,5,8,5,,,0
Helminthotheca echioides,8,7,4,4,8,6,,,1
Helosciadium repens,7,7,3,7,7,6,,=,1
Hemerocallis fulva,6,6,5,6,6,6,,~,0
Hemerocallis lilioasphodelus,6,7,6,6,6,6,,~,0
Hepatica nobilis,4,6,4,4,7,5,,,0
Heracleum austriacum,7,4,5,5,8,4,,,0
Heracleum austriacum subsp. austriacum,7,4,5,5,8,4,,,0
Heracleum austriacum subsp. siifolium,7,4,5,4,8,4,,,0
Heracleum mantegazzianum,8,6,5,6,6,8,,,0
Heracleum sphondylium,7,5,i,5,6,7,,,1
Heracleum sphondylium subsp. chloranthum,7,6,7,4,5,7,,,0
Heracleum sphondylium subsp. elegans,7,4,7,6,7,7,,,0
Heracleum sphondylium subsp. glabrum,7,6,7,5,6,8,,,1
Heracleum sphondylium subsp. pollinianum,8,3,5,4,7,6,,,0
Heracleum sphondylium subsp. sphondylium,7,5,i,5,6,8,,,0
Herminium monorchis,7,5,6,5,8,3,,~,0
Herniaria alpina,9,2,5,5,8,2,,,0
Herniaria glabra,9,6,7,3,4,4,,=,0
Herniaria hirsuta,9,7,6,3,4,3,,,1
Herniaria incana,9,8,7,2,7,2,,,0
Hesperis matronalis,6,5,6,6,7,7,,,0
Hesperis matronalis subsp. matronalis,6,5,6,6,7,7,,,0
Hesperis matronalis subsp. nivaea,5,4,6,6,8,7,,,0
Hesperis sylvestris,5,7,6,5,7,5,,,0
Hesperis tristis,8,8,7,3,8,3,,,0
Hibiscus syriacus,7,8,4,4,6,5,,,0
Hibiscus trionum,8,7,4,5,7,7,,,2
Hieracium adenodermum,7,2,i,5,2,3,,,0
Hieracium adenophytum,7,2,i,5,2,3,,,0
Hieracium alpinum,8,2,i,5,2,2,,~,0
Hieracium amplexicaule,8,4,3,3,5,2,,,0
Hieracium antholzense,7,3,i,5,7,3,,,0
Hieracium aphyllum,8,2,i,5,3,3,,~,0
Hieracium apricorum,8,7,5,4,8,2,,,0
Hieracium arlbergense,7,3,4,5,7,3,,,0
Hieracium armerioides,8,3,i,5,7,2,,~,0
Hieracium arolae,8,3,i,5,5,3,,,0
Hieracium atratum,7,3,i,5,3,3,,,0
Hieracium atrocalyx,8,4,i,4,8,2,,,0
Hieracium balbisianum,9,4,4,4,8,2,,,0
Hieracium beckianum,8,3,i,5,9,3,,,0
Hieracium benzianum,8,4,i,5,7,3,,,0
Hieracium bifidum,7,5,i,3,8,3,,,0
Hieracium bocconei,8,3,5,6,3,3,,,0
Hieracium brevifolium,6,6,5,4,4,3,,,0
Hieracium bupleuroides,9,4,5,2,9,1,,,0
Hieracium caesium,7,5,4,4,7,3,,,0
Hieracium calcareum,9,6,5,3,9,2,,,0
Hieracium canescens,9,5,5,4,8,2,,,0
Hieracium carinthiostiriacum,8,3,i,5,3,3,,,0
Hieracium cavillieria,7,3,i,5,7,3,,,0
Hieracium chlorifolium,8,3,4,5,8,2,,,0
Hieracium chlorocephalum,7,4,6,5,3,3,,,0
Hieracium chlorophyton,7,5,i,5,5,3,,,0
Hieracium chondrillifolium,8,4,4,4,7,2,,,0
Hieracium cirritum,8,3,4,5,5,2,,,0
Hieracium clusii,9,7,6,2,9,1,,,0
Hieracium cottetii,8,4,4,2,8,2,,,0
Hieracium crocatum,7,4,i,5,4,3,,,0
Hieracium cryptadenum,8,4,4,3,8,2,,,0
Hieracium ctenodon,8,3,i,5,8,2,,,0
Hieracium cydoniifolium,7,3,4,5,8,2,,,0
Hieracium dasytrichum,8,3,4,5,7,2,,,0
Hieracium dentatum,8,3,i,5,8,2,,,0
Hieracium dermophyllum,7,3,4,5,8,3,,,0
Hieracium diaphanoides,7,i,i,i,5,3,,,0
Hieracium djiimilense,7,3,6,5,3,3,,,0
Hieracium dolichaetum,8,3,i,5,2,3,,,0
Hieracium dollineri,8,3,5,4,8,2,,,0
Hieracium doronicifolium,7,3,4,5,5,3,,,0
Hieracium entleutneri,7,3,4,5,3,3,,,0
Hieracium erucophyllum,8,4,i,4,8,2,,,0
Hieracium eversianum,7,3,i,5,5,2,,,0
Hieracium excellens,9,4,i,3,9,1,,,0
Hieracium falcatum,8,3,4,4,8,2,,,0
Hieracium fastuosum,7,3,i,5,3,3,,,0
Hieracium flagelliferum,6,5,4,4,5,3,,,0
Hieracium froelichianum,7,3,i,5,3,3,,,0
Hieracium glabratum,9,2,4,4,8,3,,,0
Hieracium glanduliferum,9,1,4,4,3,1,,~,0
Hieracium glaucinum,6,7,4,4,5,3,,,0
Hieracium glaucum,8,4,4,3,8,1,,,0
Hieracium gombense,7,3,i,5,3,3,,,0
Hieracium gorfenianum,7,3,i,5,2,2,,,0
Hieracium grossicephalum,8,3,i,5,8,2,,,0
Hieracium hayekii,8,4,i,3,9,1,,,0
Hieracium hermanni-zahnii,7,3,i,5,7,3,,,0
Hieracium humile,7,4,4,3,8,1,,,0
Hieracium hypochoeroides,7,i,4,4,7,2,,,0
Hieracium inuloides,7,3,4,5,5,3,,,0
Hieracium isatidifolium,7,3,4,5,8,2,,,0
Hieracium jurassicum,5,3,4,6,5,4,,,0
Hieracium juratzkae,6,5,6,4,8,2,,,0
Hieracium kalsianum,7,3,i,5,7,3,,,0
Hieracium khekianum,8,2,i,5,1,3,,,0
Hieracium kopsicum,5,3,4,5,4,4,,,0
Hieracium kuekenthalianum,5,3,i,5,5,3,,,0
Hieracium lachenalii,5,5,i,5,4,3,,,0
Hieracium laevigatum,7,5,i,4,3,2,,,0
Hieracium levicaule,9,4,4,3,8,2,,,0
Hieracium liptoviense,7,3,6,5,5,3,,,0
Hieracium macrocephalum,7,3,i,5,4,3,,,0
Hieracium maculatum,6,7,4,4,5,3,,,0
Hieracium melanops,7,3,i,5,3,3,,,0
Hieracium murorum,5,i,i,5,4,4,,,0
Hieracium neoplatyphyllum,7,6,4,4,5,3,,,0
Hieracium neostenophyllum,7,6,6,4,6,2,,,0
Hieracium nigrescens,7,3,i,6,2,3,,,0
Hieracium nigritum,7,3,i,5,3,3,,,0
Hieracium norvegicum,8,4,i,5,3,2,,,0
Hieracium oligodon,8,4,6,3,8,2,,,0
Hieracium onosmoides,7,4,i,4,3,2,,,0
Hieracium oxyodon,8,3,4,3,8,2,,,0
Hieracium pallescens,8,3,i,5,8,2,,,0
Hieracium picroides,7,3,4,4,4,3,,,0
Hieracium pietroszense,8,3,6,5,4,3,,,0
Hieracium pilosum,8,2,4,5,9,2,,,0
Hieracium polatschekii,5,4,i,6,5,3,,,0
Hieracium porrectum,7,3,i,5,8,2,,,0
Hieracium porrifolium,9,4,5,2,8,1,,,0
Hieracium prediliense,9,4,5,3,9,2,,,0
Hieracium prenanthoides,5,3,6,5,6,5,,,0
Hieracium pseudalpinum,8,1,i,6,2,2,,~,0
Hieracium pseudinuloides,7,4,i,5,5,3,,,0
Hieracium pseudobifidum,8,6,6,3,7,2,,,0
Hieracium pseudobupleuroides,8,5,i,3,9,1,,,0
Hieracium pseudodolichaetum,7,3,i,5,2,3,,,0
Hieracium pseudofritzei,7,3,6,5,3,3,,,0
Hieracium pseudostenoplectum,7,3,i,5,3,3,,,0
Hieracium racemosum,5,6,5,4,3,3,,,0
Hieracium ramosum,8,4,6,4,6,1,,,0
Hieracium rapunculoides,7,4,4,5,4,3,,,0
Hieracium richenii,7,3,i,5,4,2,,,0
Hieracium rohacsense,8,3,5,5,4,2,,,0
Hieracium rostanii,8,3,4,5,4,2,,,0
Hieracium rotundatum,5,5,6,4,5,3,,,0
Hieracium sabaudum,5,6,4,4,5,4,,,0
Hieracium saxatile,8,6,6,3,8,1,,,0
Hieracium saxifragum,8,4,i,4,3,2,,,0
Hieracium schmidtii,8,6,i,3,3,1,,,0
Hieracium scorzonerifolium,8,4,4,4,9,2,,,0
Hieracium sparsiramum,8,3,i,5,8,1,,,0
Hieracium sparsum,7,3,5,5,5,5,,,0
Hieracium sterzingense,7,3,i,5,4,3,,,0
Hieracium stranigense,7,3,i,5,3,3,,,0
Hieracium subcaesiiforme,7,3,4,5,7,2,,,0
Hieracium subeversianum,7,3,4,5,5,2,,,0
Hieracium subglaberrimum,8,3,i,5,8,1,,,0
Hieracium symphytaceum,4,4,4,5,5,3,,,0
Hieracium tenuiflorum,6,6,7,4,5,3,,,0
Hieracium tephrodermum,7,3,i,5,3,2,,,0
Hieracium tephropogon,9,4,i,3,8,1,,,0
Hieracium tephrosoma,7,3,i,6,5,3,,,0
Hieracium transylvanicum,2,6,5,5,4,4,,,0
Hieracium trichopsis,7,3,4,5,5,3,,,0
Hieracium umbellatum,7,6,i,3,i,3,,,0
Hieracium umbrosum,6,4,4,5,6,3,,,0
Hieracium valdepilosum,8,3,4,5,7,4,,,0
Hieracium valoddae,7,3,i,5,6,3,,,0
Hieracium vasconicum,6,6,3,4,5,4,,,0
Hieracium vetteri,7,3,4,5,3,3,,,0
Hieracium villosum,9,2,4,4,9,3,,,0
Hieracium vindobonense,8,7,6,3,9,1,,,0
Hieracium vollmannii,6,3,i,5,3,3,,,0
Hieracium wilczekianum,7,4,i,5,7,2,,,0
Hieracium xanthoprasinophyes,6,3,i,5,3,3,,,0
Himantoglossum adriaticum,7,7,5,3,8,3,,,0
Hippocrepis comosa,7,5,3,3,8,2,,,0
Hippocrepis emerus subsp. emerus,5,6,5,3,9,3,,,0
Hippophae rhamnoides,9,6,5,4,7,3,,~,1
Hippophae rhamnoides subsp. carpatica,9,7,5,3,7,4,,~,1
Hippophae rhamnoides subsp. fluviatilis,9,6,5,4,7,2,,~,1
Hippophae rhamnoides subsp. rhamnoides,9,6,6,4,7,3,,~,1
Hippuris vulgaris,7,5,i,11,8,5,,~,1
Hirschfeldia incana,9,7,i,3,7,5,,,0
Holcus lanatus,8,6,4,5,6,5,,~,1
Holcus mollis,6,5,3,5,3,3,,~,0
Holosteum umbellatum,9,6,6,3,7,3,,,0
Homogyne alpina,6,3,5,5,3,2,,,0
Homogyne discolor,9,2,5,6,8,4,,,0
Homogyne sylvestris,4,4,4,4,7,3,,,0
Honorius boucheanum,7,7,7,3,6,7,,,0
Honorius nutans,6,7,6,4,7,7,,,0
Hordelymus europaeus,4,5,5,5,7,5,,,0
Hordeum distichon,7,7,i,4,7,5,,,0
Hordeum geniculatum,9,9,3,2,6,5,,,5
Hordeum jubatum,9,6,i,5,7,6,,,2
Hordeum marinum,9,7,i,4,6,5,,,5
Hordeum murinum,8,7,4,4,7,6,,,1
Hordeum murinum subsp. leporinum,9,8,4,4,7,5,,,1
Hordeum murinum subsp. murinum,8,7,4,4,7,6,,,1
Hordeum secalinum,8,7,3,5,6,5,,,4
Hordeum vulgare,7,7,i,4,7,5,,,0
Horminum pyrenaicum,8,2,4,5,9,2,,,0
Hornungia alpina,9,2,4,5,8,2,,,0
Hornungia alpina subsp. alpina,8,2,3,5,9,2,,,0
Hornungia alpina subsp. austroalpina,9,2,4,4,9,2,,,0
Hornungia alpina subsp. brevicaulis,9,1,4,6,7,2,,,0
Hornungia pauciflora,7,4,8,3,7,8,,,1
Hornungia petraea,9,7,5,1,9,1,,,0
Hottonia palustris,7,6,5,11,5,5,,,0
Houttuynia cordata,7,8,i,7,6,6,,,0
Humulus lupulus,7,6,i,7,6,8,,=,0
Humulus scandens,7,8,4,6,6,6,,,0
Huperzia selago,i,3,5,6,3,3,,,0
